symbol,name,facev,marketcap_cr,vwap,outshares,dividend,exdate,recorddate
NELCAST,Nelcast Limited,2.00,173.83,83.54,20807996.169499643,ANNUAL GENERAL MEETING \/ DIVIDEND- RE 1 PER SHARE,06-AUG-18,-
NELCO,NELCO Limited,10.00,358.56,337.71,10617393.62174647,ANNUAL GENERAL MEETING,09-JUL-18,-
NESCO,Nesco Limited,2.00,1130.74,502.71,22492888.54409103,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.30 PER SHARE,31-JUL-18,-
NESTLEIND,Nestle India Limited,10.00,38835.94,10890.88,35659138.65546219,INTERIM DIVIDEND RS 20 PER SHARE,10-AUG-18,13-AUG-18
NETWORK18,Network18 Media & Investments Limited,5.00,1098.04,43.30,253588914.5496536,ANNUAL GENERAL MEETING,10-AUG-18,-
NEULANDLAB,Neuland Laboratories Limited,10.00,570.74,673.55,8473609.976987604,ANNUAL GENERAL MEETING,03-AUG-18,-
NEWGEN,Newgen Software Technologies Limited,10.00,352.66,245.42,14369652.02509983,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 2 PER SHARE,01-AUG-18,-
NEXTMEDIA,Next Mediaworks Limited,10.00,50.35,19.59,25701888.71873405,ANNUAL GENERAL MEETING,22-AUG-17,-
NFL,National Fertilizers Limited,10.00,541.48,44.41,121927493.80770098,ANNUAL GENERAL MEETING,18-SEP-18,-
NH,Narayana Hrudayalaya Ltd.,10.00,1753.82,247.99,70721400.05645388,-,-,-
NHPC,NHPC Limited,10.00,5811.91,25.81,2251805501.7435102,DIVIDEND- RE 0.28 PER SHARE,12-SEP-18,-
NIACL,The New India Assurance Company Limited,5.00,6397.54,260.03,246030842.5950852,ANNUAL GENERAL MEETING,19-JUL-18,-
NIBL,NRB Industrial Bearings Limited,2.00,21.48,29.36,7316076.294277929,ANNUAL GENERAL MEETING,25-JUL-18,-
NIITLTD,NIIT Limited,2.00,1116.51,98.36,113512606.75071166,ANNUAL GENERAL MEETING,21-JUL-16,-
NIITTECH,NIIT Technologies Limited,10.00,5837.81,1356.20,43045347.29390945,ANNUAL GENERAL MEETING\/DIVIDEND - RS 12.50 PER SHARE,14-SEP-17,-
NILAINFRA,Nila Infrastructures Limited,1.00,153.85,12.67,121428571.42857142,SCHEME OF ARRANGEMENT,14-JUN-18,15-JUN-18
NILKAMAL,Nilkamal Limited,10.00,1059.19,1962.71,5396569.029556073,ANNUAL GENERAL MEETING\/DIVIDEND-RS 9 PER SHARE,21-JUN-18,-
NIPPOBATRY,Indo-National Limited,10.00,76.65,810.67,945514.2043001469,ANNUAL GENERAL MEETING\/DIVIDEND RS 20 PER SHARE,14-SEP-18,-
NITCO,Nitco Limited,10.00,244.52,72.98,33505069.882159498,EXTRA-ORDINARY GENERAL MEETING,12-FEB-18,-
NITESHEST,Nitesh Estates Limited,10.00,60.29,7.85,76802547.77070063,ANNUAL GENERAL MEETING,21-SEP-17,-
NITINFIRE,Nitin Fire Protection Industries Limited,2.00,34.14,3.67,93024523.16076295,ANNUAL GENERAL MEETING,21-SEP-17,-
NITINSPIN,Nitin Spinners Limited,10.00,241.51,92.90,25996770.721205596,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.20 PER SHARE,24-AUG-17,-
NKIND,NK Industries Limited,10.00,9.75,40.18,2426580.3882528623,ANNUAL GENERAL MEETING,07-JUN-18,-
NLCINDIA,NLC India Limited,10.00,1446.33,77.95,185545862.73252085,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.27 PER SHARE,20-JUL-18,-
NMDC,NMDC Limited,1.00,9186.67,104.44,879612217.541172,INTERIM DIVIDEND RS 4.30 PER SHARE,27-MAR-18,28-MAR-18
NOCIL,NOCIL Limited,10.00,1874.06,179.38,104474300.36793399,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 2.50 PER SHARE,17-JUL-18,-
NOIDATOLL,Noida Toll Bridge Company Limited,10.00,125.35,9.62,130301455.3014553,ANNUAL GENERAL MEETING,09-AUG-18,-
NRAIL,N R Agarwal Industries Limited,10.00,225.30,496.42,4538495.628701502,ANNUAL GENERAL MEETING\/DIVIDEND - RS 2\/- PER SHARE,12-SEP-17,-
NRBBEARING,NRB Bearing Limited,2.00,783.35,176.09,44485774.31995003,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 1.20 PER SHARE,01-AUG-18,-
NSIL,Nalwa Sons Investments Limited,10.00,108.40,1164.25,931071.5052608977,ANNUAL GENERAL MEETING,15-SEP-17,-
NTL,Neueon Towers Limited,10.00,6.56,2.02,32475247.52475247,ANNUAL GENERAL MEETING,26-SEP-17,-
NTPC,NTPC Limited,10.00,50398.75,159.46,3160588862.410636,INTERIM DIVIDEND RS 2.73 PER SHARE (PURPOSE REVISED),07-FEB-18,08-FEB-18
NUCLEUS,Nucleus Software Exports Limited,10.00,370.05,398.91,9276528.540272241,ANNUAL GENERAL MEETING\/DIVIDEND- RS 8 PER SHARE,22-JUN-18,-
NUTEK,Nu Tek India Limited,5.00,9.04,0.66,136969696.96969697,ANNUAL GENERAL MEETING,07-DEC-17,-
OBEROIRLTY,Oberoi Realty Limited,10.00,5529.08,479.55,115297257.84589718,DIVIDEND- RS 2 PER SHARE,31-MAY-18,01-JUN-18
OCCL,Oriental Carbon & Chemicals Limited,10.00,550.44,1094.32,5029972.951239127,DIVIDEND- RS 7 PER SHARE,21-JUN-18,-
OCL,OCL India Limited,2.00,1710.56,1196.92,14291347.792667845,ANNUAL GENERAL MEETING\/DIVIDEND - RS 5\/- PER SHARE,11-SEP-17,-
OFSS,Oracle Financial Services Software Limited,5.00,8980.62,4048.94,22180175.552119814,ANNUAL GENERAL MEETING\/DIVIDEND- RS 130 PER SHARE,06-AUG-18,-
OIL,Oil India Limited,10.00,5623.22,206.65,272113234.93830144,BONUS 1:2,27-MAR-18,29-MAR-18
OILCOUNTUB,Oil Country Tubular Limited,10.00,27.14,19.18,14150156.412930137,ANNUAL GENERAL MEETING,06-AUG-18,-
OISL,OCL Iron and Steel Limited,1.00,9.56,2.91,32852233.676975943,ANNUAL GENERAL MEETING,14-SEP-17,-
OMAXAUTO,Omax Autos Limited,10.00,94.02,107.35,8758267.349790405,ANNUAL GENERAL  MEETING,18-SEP-17,-
OMAXE,Omaxe Limited,10.00,1014.87,222.14,45686053.839920774,DIVIDEND RE 0.70 PER SHARE,14-AUG-18,-
OMKARCHEM,Omkar Speciality Chemicals Limited,10.00,13.49,13.82,9761215.629522432,SCHEME OF ARRANGEMENT,12-JUN-17,13-JUN-17
OMMETALS,OM Metals Infraprojects Limited,1.00,98.45,35.18,27984650.369528145,INTERIM DIVIDEND - RE 0.35 PER SHARE,27-FEB-18,28-FEB-18
ONELIFECAP,Onelife Capital Advisors Limited,10.00,5.41,16.30,3319018.4049079753,ANNUAL GENERAL MEETING,20-AUG-18,-
ONGC,Oil & Natural Gas Corporation Limited,5.00,48052.77,168.91,2844874193.3574095,INTERIM DIVIDEND - RS 2.25 PER SHARE (PURPOSE REVISED),13-MAR-18,14-MAR-18
ONMOBILE,OnMobile Global Limited,10.00,232.60,43.24,53792784.45883441,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.50 PER SHARE,29-AUG-17,-
ONWARDTEC,Onward Technologies Limited,10.00,38.07,69.13,5507015.767394764,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,12-JUL-18,-
OPTIEMUS,Optiemus Infracom Limited,10.00,320.19,149.25,21453266.33165829,ANNUAL GENERAL MEETING,29-NOV-17,-
OPTOCIRCUI,Opto Circuits (India) Limited,10.00,280.31,13.17,212839787.39559603,ANNUAL GENERAL MEETING,29-AUG-17,-
ORBTEXP,Orbit Exports Limited,10.00,157.79,145.33,10857359.113741139,BUYBACK,18-JAN-18,19-JAN-18
ORCHIDPHAR,Orchid Pharma Limited,10.00,35.31,7.48,47205882.35294118,ANNUAL GENERAL MEETING,05-SEP-17,-
ORICONENT,Oricon Enterprises Limited,2.00,194.10,36.25,53544827.5862069,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.50 PER SHARE,18-SEP-18,-
ORIENTABRA,Orient Abrasives Limited,1.00,141.21,31.84,44349874.3718593,ANNUAL GENERAL MEETING,07-SEP-17,-
ORIENTALTL,Oriental Trimex Limited,10.00,14.88,14.13,10530785.562632697,ANNUAL GENERAL MEETING,07-SEP-17,-
ORIENTBANK,Oriental Bank of Commerce,10.00,1183.94,81.32,145590260.69847518,ANNUAL GENERAL MEETING,21-JUN-18,-
ORIENTBELL,Orient Bell Limited,10.00,88.48,228.65,3869669.8010059046,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.50 PER SHARE,13-SEP-17,-
ORIENTCEM,Orient Cement Limited,1.00,1328.47,118.25,112344186.04651162,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.75 PER SHARE,09-AUG-18,-
ORIENTELEC,Orient Electric Limited,1.00,1793.18,158.45,113170085.20037869,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.50 PER SHARE,10-JUL-18,-
ORIENTHOT,Oriental Hotels Limited,1.00,291.15,43.03,67662096.21194515,ANNUAL GENERAL MEETING,19-JUL-18,-
ORIENTLTD,Orient Press Limited,10.00,67.59,272.96,2476186.987104338,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.25 PER SHARE,12-SEP-18,-
ORIENTPPR,Orient Paper & Industries Limited,1.00,485.82,42.36,114688385.26912181,DIVIDEND- RE 0.60 PER SHARE,05-JUL-18,-
ORIENTREF,Orient Refractories Limited,1.00,863.92,241.14,35826490.83519947,ANNUAL GENERAL MEETING\/DIVIDEND-RS 2.50 PER SHARE,24-AUG-18,-
ORISSAMINE,The Orissa Minerals Development Company Limited,1.00,293.64,983.12,2986817.4790463015,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.46 PER SHARE,07-SEP-17,-
ORTEL,Ortel Communications Limited,10.00,18.14,12.56,14442675.15923567,ANNUAL GENERAL MEETING,12-SEP-18,-
ORTINLABSS,Ortin Laboratories Limited,10.00,23.62,20.68,11421663.44294004,ANNUAL GENERAL MEETING,19-SEP-18,-
OSWALAGRO,Oswal Agro Mills Limited,10.00,78.63,10.18,77239685.65815324,ANNUAL GENERAL MEETING,20-SEP-17,-
PAGEIND,Page Industries Limited,10.00,19426.37,34394.35,5648128.253623052,INTERIM DIVIDEND- RS 41 PER SHARE (PURPOSE REVISED),23-AUG-18,24-AUG-18
PAISALO,Paisalo Digital Limited,10.00,901.18,297.67,30274465.01159001,ANNUAL GENERAL MEETING\/DIVIDEND - RE 1\/- PER SHARE,18-SEP-17,-
PALASHSECU,Palash Securities Limited,10.00,16.27,43.20,3766203.7037037034,ANNUAL GENERAL MEETING,14-SEP-17,-
PALREDTEC,Palred Technologies Limited,10.00,18.49,50.41,3667923.0311446143,ANNUAL GENERAL MEETING,18-SEP-18,-
PANACEABIO,Panacea Biotec Limited,1.00,172.82,253.18,6825973.6156094475,ANNUAL GENERAL MEETING,19-SEP-18,-
PANAMAPET,Panama Petrochem Limited,2.00,432.38,139.54,30986097.176436864,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.20 PER SHARE,14-AUG-18,-
PANORAMUNI,Panoramic Universal Limited,5.00,6.67,3.30,20212121.212121215,ANNUAL GENERAL MEETING,19-SEP-17,-
PAPERPROD,Huhtamaki PPL Limited,2.00,641.60,280.64,22862029.64652224,DIVIDEND- RS 3 PER SHARE,25-APR-18,-
PARABDRUGS,Parabolic Drugs Limited,10.00,14.16,3.78,37460317.46031746,ANNUAL GENERAL MEETING,21-SEP-17,-
PARACABLES,Paramount Communications Limited,2.00,83.20,14.06,59174964.43812233,ANNUAL GENERAL MEETING,09-AUG-17,-
PARAGMILK,Parag Milk Foods Limited,10.00,1286.52,300.74,42778479.749950126,DIVIDEND - RE 0.50 PER SHARE,01-AUG-17,-
PARSVNATH,Parsvnath Developers Limited,5.00,160.91,12.61,127605075.3370341,ANNUAL GENERAL MEETING,19-SEP-17,-
PATELENG,Patel Engineering Limited,1.00,616.99,52.42,117701259.06142694,ANNUAL GENERAL MEETING,18-SEP-15,-
PATINTLOG,Patel Integrated Logistics Limited,10.00,44.03,51.45,8557823.1292517,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.50 PER SHARE,19-SEP-17,-
PATSPINLTD,Patspin India Limited,10.00,14.23,13.24,10747734.13897281,ANNUAL GENERAL MEETING,18-SEP-18,-
PBAINFRA,PBA Infrastructure Limited,10.00,5.47,8.93,6125419.932810751,ANNUAL GENERAL MEETING,21-SEP-17,-
PCJEWELLER,PC Jeweller Limited,10.00,1516.33,97.11,156145608.0733189,BONUS 1:1,06-JUL-17,07-JUL-17
PDMJEPAPER,Pudumjee Paper Products Limited,1.00,82.88,26.53,31240105.540897094,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.15 PER SHARE,06-JUL-18,-
PDPL,Parenteral Drugs (India) Limited,10.00,8.17,9.95,8211055.27638191,ANNUAL GENERAL MEETING,19-SEP-18,-
PDSMFL,PDS Multinational Fashions Limited,10.00,238.09,279.39,8521779.591252372,ANNUAL GENERAL MEETING,19-SEP-17,-
PEARLPOLY,Pearl Polymers Limited,10.00,14.02,18.43,7607162.235485622,ANNUAL GENERAL MEETING,21-SEP-17,-
PEL,Piramal Enterprises Limited,2.00,24663.66,2825.42,87292013.22281289,DIVIDEND- RS 25 PER SHARE,19-JUL-18,-
PENIND,Pennar Industries Limited,5.00,348.53,45.47,76650538.8168023,ANNUAL GENERAL MEETING,20-SEP-17,-
PENINLAND,Peninsula Land Limited,2.00,191.49,16.09,119011808.57675575,ANNUAL GENERAL MEETING,26-JUL-18,-
PENPEBS,Pennar Engineered Building Systems Limited,10.00,74.63,59.18,12610679.283541737,ANNUAL GENERAL MEETING,20-SEP-17,-
PERSISTENT,Persistent Systems Limited,10.00,4480.61,863.71,51876324.22919729,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3 PER SHARE,19-JUL-18,-
PETRONENGG,Petron Engineering Construction Limited,10.00,8.78,40.64,2160433.0708661415,ANNUAL GENERAL MEETING,20-SEP-17,-
PETRONET,Petronet LNG Limited,10.00,17130.00,228.45,749835850.2954694,ANNUAL GENERAL MEETING\/DIVIDEND - RS 2.50\/- PER SHARE (PURPOSE REVISED),07-SEP-17,-
PFC,Power Finance Corporation Limited,10.00,7369.52,82.67,891438248.4577236,ANNUAL GENERAL MEETING,30-AUG-18,-
PFIZER,Pfizer Limited,10.00,4614.55,2976.34,15504109.073560145,ANNUAL GENERAL MEETING\/DIVIDEND- RS 20 PER SHARE,29-AUG-18,-
PFOCUS,Prime Focus Limited,1.00,238.69,90.68,26322232.024702247,ANNUAL GENERAL MEETING,19-SEP-17,-
PFS,PTC India Financial Services Limited,10.00,410.26,18.27,224553913.51943076,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.20 PER SHARE,29-AUG-18,-
PGEL,PG Electroplast Limited,10.00,100.88,176.20,5725312.145289444,ANNUAL GENERAL MEETING,19-SEP-18,-
PGHH,Procter & Gamble Hygiene and Health Care Limited,10.00,10054.96,10595.98,9489410.134786967,DIVIDEND - RS 27\/- PER SHARE,07-NOV-17,-
PGIL,Pearl Global Industries Limited,10.00,110.56,151.69,7288549.01443734,ANNUAL GENERAL MEETING\/ DIVIDEND- RS 3.00 PER SHARE,20-SEP-17,-
PHILIPCARB,Phillips Carbon Black Limited,2.00,2053.63,258.65,79398028.22346802,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.20 PER SHARE,18-JUL-18,-
PHOENIXLTD,The Phoenix Mills Limited,2.00,3451.40,614.69,56148627.76358815,ANNUAL GENERAL MEETING\/DIVIDEND - RS 2.40 PER SHARE,18-SEP-17,-
PIDILITIND,Pidilite Industries Limited,1.00,17413.58,1148.79,151581925.33012998,ANNUAL GENERAL MEETING\/DIVIDEND- RS 6 PER SHARE,21-AUG-18,-
PIIND,PI Industries Limited,1.00,5160.93,775.95,66511115.40692055,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.50 PER SHARE,30-JUL-18,-
PILANIINVS,Pilani Investment and Industries Corporation Limited,10.00,472.09,2361.24,1999330.8600565805,ANNUAL GENERAL MEETING\/DIVIDEND RS 25 PER SHARE,06-SEP-18,-
PILITA,PIL ITALICA LIFESTYLE LIMITED,1.00,61.34,9.10,67406593.40659341,ANNUAL GENERAL MEETING,21-JUN-18,-
PIONDIST,Pioneer Distilleries Limited,10.00,63.43,191.14,3318509.992675526,ANNUAL GENERAL MEETING,19-JUL-17,-
PIONEEREMB,Pioneer Embroideries Limited,10.00,40.21,34.84,11541331.802525831,ANNUAL GENERAL MEETING,10-AUG-18,-
PIRPHYTO,Piramal Phytocare Limited,10.00,41.12,38.02,10815360.336664911,ANNUAL GENERAL MEETING (BOOK CLOSURE DATES REVISED),04-AUG-15,-
PITTIENG,Pitti Engineering Limited,5.00,88.54,83.02,10664900.024090583,ANNUAL GENERAL MEETING,29-AUG-17,-
PKTEA,The Peria Karamalai Tea & Produce Company Limited,10.00,40.61,251.21,1616575.773257434,DIVIDEND - RE 1\/- PER SHARE,01-AUG-17,-
PLASTIBLEN,Plastiblends India Limited,5.00,248.43,250.71,9909058.274500418,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.50 PER SHARE,02-AUG-18,-
PNB,Punjab National Bank,2.00,8775.03,83.91,1045766893.0997498,ANNUAL GENERAL MEETING,10-SEP-18,-
PNBGILTS,PNB Gilts Limited,10.00,129.41,27.56,46955732.94629899,ANNUAL GENERAL MEETING \/ DIVIDEND- RE 1 PER SHARE,06-SEP-18,-
PNBHOUSING,PNB Housing Finance Limited,10.00,7012.98,1388.02,50525064.4803389,DIVIDEND RS 9\/- PER SHARE,19-JUL-18,-
PNC,Pritish Nandy Communications Limited,10.00,13.01,15.91,8177247.014456317,ANNUAL GENERAL MEETING,11-SEP-17,-
PNCINFRA,PNC Infratech Limited,2.00,1438.75,164.18,87632476.55012791,ANNUAL GENERAL MEETING\/ DIVIDEND - RE 0.50 PER SHARE,21-SEP-17,-
PODDARHOUS,Poddar Housing and Development Limited,10.00,192.09,776.30,2474429.988406544,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.50 PER SHARE,08-AUG-18,-
PODDARMENT,Poddar Pigments Limited,10.00,101.30,243.38,4162215.465527159,ANNUAL GENERAL MEETING\/ DIVIDEND- RE 1 PER SHARE,20-SEP-17,-
POKARNA,Pokarna Limited,2.00,200.04,148.22,13496154.365132911,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10\/- PER SHARE TO RS 2\/- PER SHARE,18-OCT-17,23-OCT-17
POLYMED,Poly Medicure Limited,5.00,1104.87,248.19,44517103.83174181,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.50 PER SHARE,20-SEP-17,-
POLYPLEX,Polyplex Corporation Limited,10.00,447.25,503.81,8877354.558266014,ANNUAL GENERAL MEETING\/DIVIDEND RS 5 PER SHARE,19-SEP-18,-
PONNIERODE,Ponni Sugars (Erode) Limited,10.00,49.13,119.52,4110609.1030789833,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,17-JUL-18,-
POWERGRID,Power Grid Corporation of India Limited,10.00,42190.94,186.99,2256320658.8587623,INTERIM DIVIDEND RS 2.45 PER SHARE (PURPOSE REVISED),08-FEB-18,09-FEB-18
POWERMECH,Power Mech Projects Limited,10.00,513.54,968.02,5305055.680667754,ANNUAL GENERAL MEETING\/DIVIDEND RE 1 PER SHARE,19-SEP-18,-
PPAP,PPAP Automotive Limited,10.00,272.99,542.89,5028458.803809243,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.50 PER SHARE,14-AUG-18,-
PRABHAT,Prabhat Dairy Limited,10.00,407.59,154.55,26372694.92073762,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.40 PER SHARE,01-AUG-17,-
PRADIP,Pradip Overseas Limited,10.00,2.88,1.45,19862068.96551724,ANNUAL GENERAL MEETING(book closure dates revised),20-SEP-17,-
PRAENG,Prajay Engineers Syndicate Limited,10.00,37.33,8.80,42420454.54545454,ANNUAL GENERAL MEETING,18-SEP-17,-
PRAJIND,Praj Industries Limited,2.00,953.11,78.65,121183725.36554354,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.62 PER SHARE,27-JUL-18,-
PRAKASH,Prakash Industries Limited,10.00,1132.73,139.78,81036628.98841035,ANNUAL GENERAL MEETING,20-JUL-18,-
PRAKASHCON,Prakash Constrowell Limited,1.00,36.65,5.34,68632958.80149813,ANNUAL GENERAL MEETING,20-SEP-17,-
PRATIBHA,Pratibha Industries Limited,2.00,45.33,3.74,121203208.55614972,ANNUAL GENERAL MEETING,20-SEP-17,-
PRAXIS,Praxis Home Retail Limited,5.00,190.98,181.59,10517098.959193787,-,-,-
PRECAM,Precision Camshafts Limited,10.00,172.68,69.99,24672096.01371625,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,18-SEP-18,-
PRECOT,Precot Meridian Limited,10.00,24.08,51.36,4688473.5202492215,ANNUAL GENERAL MEETING,30-AUG-18,-
PRECWIRE,Precision Wires India Limited,5.00,236.31,253.93,9306107.982514866,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.50 PER SHARE,30-AUG-18,-
PREMEXPLN,Premier Explosives Limited,10.00,139.18,228.20,6099035.933391762,ANNUAL GENERAL MEETING\/DIVIDEND - RS 3\/- PER SHARE,14-SEP-17,-
PREMIER,Premier Limited,10.00,26.71,17.97,14863661.658319423,ANNUAL GENERAL MEETING,10-SEP-18,-
PREMIERPOL,Premier Polyfilm Limited,5.00,10.39,27.76,3742795.3890489913,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.50 PER SHARE,19-SEP-17,-
PRESSMN,Pressman Advertising Limited,2.00,41.45,46.35,8942826.3214671,ANNUAL GENERAL MEETING\/DIVIDEND RS- 1.40 PER SHARE,23-AUG-18,-
PRESTIGE,Prestige Estates Projects Limited,10.00,2777.63,248.05,111978633.34005241,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.20 PER SHARE,19-SEP-17,-
PRICOLLTD,Pricol Limited,1.00,395.96,66.41,59623550.67007981,DIVIDEND- RE 1 PER SHARE,14-AUG-18,-
PRIMESECU,Prime Securities Limited,5.00,74.00,40.73,18168426.221458387,ANNUAL GENERAL MEETING,18-SEP-17,-
PROVOGE,Provogue (India) Limited,1.00,46.63,3.71,125687331.53638816,ANNUAL GENERAL MEETING,22-SEP-15,-
PROZONINTU,Prozone Intu Properties Limited,2.00,234.31,43.01,54478028.3654964,ANNUAL GENERAL MEETING,22-SEP-15,-
PRSMJOHNSN,Prism Johnson Limited,10.00,1401.22,109.64,127801897.1178402,ANNUAL GENERAL MEETING\/INTERIM DIVIDEND- RE 0.50 PER SHARE(DATE AND PURPOSE REVISED),02-AUG-18,-
PSB,Punjab & Sind Bank,10.00,232.52,29.41,79061543.69262156,ANNUAL GENERAL MEETING,21-JUN-18,-
PSL,PSL Limited,10.00,19.74,2.00,98699999.99999999,ANNUAL GENERAL MEETING,21-SEP-17,-
PSPPROJECT,PSP Projects Limited,10.00,473.21,466.67,10140141.856129598,ANNUAL GENERAL MEETING\/DIVIDEND RS 5 PER SHARE,18-SEP-18,-
PTC,PTC India Limited,10.00,2031.80,85.74,236972241.6608351,ANNUAL GENERAL MEETING\/DIVIDEND RS 4 PER SHARE,29-AUG-18,-
PTL,PTL Enterprises Limited,2.00,88.31,48.03,18386425.150947325,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 2 PER SHARE,18-JUL-18,-
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,10.00,260.63,694.54,3752555.6483427878,ANNUAL GENERAL MEETING,11-SEP-18,-
PUNJLLOYD,Punj Lloyd Limited,2.00,302.84,14.16,213870056.49717513,ANNUAL GENERAL MEETING,12-SEP-17,-
PURVA,Puravankara Limited,5.00,579.24,98.90,58568250.75834176,ANNUAL GENERAL MEETING\/DIVIDEND - RS 2.25 PER SHARE,18-AUG-17,-
PVP,PVP Ventures Limited,10.00,30.58,3.98,76834170.85427135,ANNUAL GENERAL MEETING,03-SEP-18,-
PVR,PVR Limited,10.00,4089.25,1310.47,31204453.364060223,ANNUAL GENERAL MEETING\/DIVIDEND-RS 2 PER SHARE,18-SEP-18,-
QUESS,Quess Corp Limited,10.00,4430.81,1081.57,40966465.41601562,ANNUAL GENERAL MEETING,19-JUL-18,-
QUICKHEAL,Quick Heal Technologies Limited,10.00,501.03,264.93,18911788.019476842,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3 PER SHARE,31-JUL-18,-
RADICO,Radico Khaitan Limited,2.00,3391.34,419.41,80859779.21365729,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,24-AUG-18,-
RADIOCITY,Music Broadcast Limited,10.00,487.68,331.09,14729529.735117342,ANNUAL GENERAL MEETING,06-SEP-17,-
RAIN,Rain Industries Limited,2.00,3781.47,208.78,181122233.9304531,ANNUAL GENERAL MEETING\/ DIVIDEND - RE 1 PER SHARE,03-MAY-18,-
RAINBOWPAP,Rainbow Papers Limited,2.00,10.41,1.80,57833333.333333336,ANNUAL GENERAL MEETING,19-SEP-16,-
RAJESHEXPO,Rajesh Exports Limited,1.00,8588.55,632.10,135873279.54437587,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.1 PER SHARE,21-SEP-17,-
RAJRAYON,Raj Rayon Industries Limited,1.00,1.87,0.17,110000000.0,ANNUAL GENERAL MEETING,12-SEP-17,-
RAJSREESUG,Rajshree Sugars & Chemicals Limited,10.00,29.66,23.30,12729613.733905578,ANNUAL GENERAL MEETING,23-AUG-18,-
RAJTV,Raj Television Network Limited,5.00,57.47,37.01,15528235.611996759,ANNUAL GENERAL MEETING,18-SEP-18,-
RAJVIR,Rajvir Industries Limited,10.00,3.03,28.99,1045187.9958606417,ANNUAL GENERAL MEETING,22-SEP-17,-
RALLIS,Rallis India Limited,1.00,1859.61,191.33,97193853.55145559,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.50 PER SHARE,19-JUN-18,-
RAMANEWS,Shree Rama Newsprint Limited,10.00,86.30,29.66,29096426.163182735,ANNUAL GENERAL MEETING,12-SEP-18,-
RAMASTEEL,Rama Steel Tubes Limited,5.00,55.24,108.76,5079073.188672306,ANNUAL GENERAL MEETING,25-SEP-17,-
RAMCOCEM,The Ramco Cements Limited,1.00,9132.30,679.69,134359781.66517088,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 3 PER SHARE,26-JUL-18,27-JUL-18
RAMCOIND,Ramco Industries Limited,1.00,961.94,241.92,39762731.481481485,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.50 PER SHARE,26-JUL-18,27-JUL-18
RAMCOSYS,Ramco Systems Limited,10.00,507.52,373.05,13604610.642005093,ANNUAL GENERAL MEETING,04-AUG-15,-
RAMKY,Ramky Infrastructure Limited,10.00,252.65,190.68,13249947.556114957,ANNUAL GENERAL MEETING,22-SEP-15,-
RANASUG,Rana Sugars Limited,10.00,40.20,3.40,118235294.11764707,ANNUAL GENERAL MEETING,21-SEP-17,-
RANEENGINE,Rane Engine Valve Limited,10.00,147.35,494.25,2981284.774911482,ANNUAL GENERAL MEETING,13-JUL-18,16-JUL-18
RANEHOLDIN,Rane Holdings Limited,10.00,1532.21,2005.45,7640230.372235658,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 9 PER SHARE,25-JUL-18,26-JUL-18
RATNAMANI,Ratnamani Metals & Tubes Limited,2.00,1627.82,870.96,18689951.31808579,ANNUAL GENERAL MEETING\/DIVIDEND- RS 6 PER SHARE (PURPOSE REVISED),01-AUG-18,-
